epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.5702,1.49106,2.87697,0.00813,0.05434,0.57363,0.16443,0.09319,1.3659,3.6963,0.00719,0.000195833,0.000195833,0.0806125
2,14.9892,1.43673,2.02803,0.0078,0.07477,0.86173,0.32692,0.1818,1.39332,2.77626,0.00748,0.000356646,0.000356646,0.0607733
3,18.0494,1.41263,1.74794,0.00787,0.5565,0.38395,0.461,0.2503,1.45434,1.87428,0.00772,0.000477858,0.000477858,0.0408945
4,21.0711,1.36264,1.56943,0.00747,0.53695,0.53149,0.54597,0.29413,1.4882,1.58217,0.00801,0.000559471,0.000559471,0.0209761
5,24.1039,1.34555,1.48301,0.00738,0.5712,0.54559,0.57453,0.30932,1.4946,1.55073,0.00806,0.000601483,0.000601483,0.00101815
6,27.1286,1.32768,1.41255,0.00734,0.5824,0.57702,0.60713,0.32429,1.49293,1.42464,0.00797,0.000505,0.000505,0.000505
7,30.0883,1.31959,1.35936,0.00734,0.59494,0.58434,0.61906,0.32925,1.48957,1.42643,0.00791,0.000406,0.000406,0.000406
8,33.0353,1.31853,1.33275,0.00732,0.61763,0.58556,0.63467,0.34191,1.46921,1.4052,0.00781,0.000307,0.000307,0.000307
9,36.1446,1.29552,1.27832,0.00711,0.61648,0.58408,0.63747,0.34939,1.44089,1.37522,0.00765,0.000208,0.000208,0.000208
10,39.111,1.30679,1.29791,0.00721,0.59751,0.58357,0.63426,0.34634,1.43784,1.39699,0.00762,0.000109,0.000109,0.000109
11,6.04717,1.53124,1.97371,0.00785,0.57005,0.60619,0.61973,0.33117,1.46801,1.54142,0.0078,0.0001,0.0001,0.0001
12,10.305,1.3981,1.37668,0.00663,0.57981,0.62342,0.6526,0.34179,1.48767,1.42592,0.00792,9.93906e-05,9.93906e-05,9.93906e-05
13,15.1823,1.33502,1.29078,0.00639,0.58915,0.6127,0.65339,0.34189,1.51501,1.33293,0.00811,9.75773e-05,9.75773e-05,9.75773e-05
14,19.4776,1.29401,1.25176,0.00612,0.63117,0.60603,0.6706,0.35857,1.4673,1.28946,0.00784,9.46048e-05,9.46048e-05,9.46048e-05
15,23.802,1.26915,1.21488,0.00612,0.64827,0.59343,0.67937,0.36902,1.44755,1.27419,0.00774,9.05463e-05,9.05463e-05,9.05463e-05
16,28.1278,1.26526,1.1848,0.00592,0.65972,0.61598,0.6908,0.37927,1.43455,1.23105,0.00763,8.55018e-05,8.55018e-05,8.55018e-05
17,32.4453,1.22402,1.15341,0.0058,0.67361,0.62056,0.7023,0.38978,1.42782,1.20865,0.00759,7.95954e-05,7.95954e-05,7.95954e-05
18,36.9059,1.20632,1.13688,0.00577,0.67443,0.61396,0.70318,0.38991,1.45781,1.19737,0.00777,7.29725e-05,7.29725e-05,7.29725e-05
19,41.1872,1.19924,1.11218,0.0056,0.70955,0.63472,0.72886,0.40939,1.41438,1.16495,0.00751,6.57963e-05,6.57963e-05,6.57963e-05
20,45.4454,1.19344,1.09462,0.00561,0.71948,0.64004,0.73677,0.41216,1.41751,1.15938,0.0075,5.82435e-05,5.82435e-05,5.82435e-05
21,50.8688,1.18086,1.12052,0.00636,0.67461,0.64025,0.70206,0.38039,1.45606,1.21608,0.0077,5.05e-05,5.05e-05,5.05e-05
22,54.961,1.14475,1.05648,0.00604,0.65519,0.64103,0.68573,0.35778,1.50862,1.2546,0.00797,4.27565e-05,4.27565e-05,4.27565e-05
23,59.0801,1.14576,1.02393,0.00608,0.68039,0.66403,0.71659,0.38812,1.44518,1.20144,0.00765,3.52037e-05,3.52037e-05,3.52037e-05
24,63.2222,1.13653,1.01219,0.00582,0.67964,0.65937,0.72161,0.38824,1.47353,1.20115,0.00784,2.80275e-05,2.80275e-05,2.80275e-05
25,67.1415,1.10825,0.99331,0.00576,0.68186,0.66272,0.729,0.39481,1.45743,1.20093,0.00775,2.14046e-05,2.14046e-05,2.14046e-05
26,71.0909,1.11806,0.99087,0.00587,0.6789,0.6645,0.73173,0.40153,1.44132,1.19281,0.00766,1.54982e-05,1.54982e-05,1.54982e-05
27,75.0485,1.11497,0.98444,0.00575,0.68214,0.65984,0.73029,0.39732,1.45752,1.19149,0.00775,1.04537e-05,1.04537e-05,1.04537e-05
28,79.002,1.10716,0.98573,0.00582,0.69062,0.65227,0.72954,0.39353,1.46566,1.19713,0.0078,6.39518e-06,6.39518e-06,6.39518e-06
29,82.9401,1.09917,0.97208,0.00573,0.68568,0.66603,0.73276,0.39695,1.45959,1.19076,0.00777,3.4227e-06,3.4227e-06,3.4227e-06
30,87.0692,1.09277,0.96106,0.00578,0.70226,0.64912,0.73499,0.39841,1.45836,1.18421,0.00776,1.60943e-06,1.60943e-06,1.60943e-06
