epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.2561,1.51752,2.99072,0.00702,0.17057,0.36424,0.12295,0.08306,1.22238,3.72295,0.01118,0.000194444,0.000194444,0.08075
2,13.2272,1.49053,2.12454,0.0069,0.07096,0.49003,0.11589,0.06648,1.24286,3.70108,0.01108,0.000355394,0.000355394,0.060911
3,16.0932,1.43245,1.80092,0.00668,0.05475,0.67028,0.15016,0.0901,1.24549,3.02179,0.0113,0.000476744,0.000476744,0.0410323
4,18.9487,1.40078,1.65081,0.00667,0.23304,0.2066,0.21946,0.13244,1.26634,2.41766,0.01168,0.000558494,0.000558494,0.021114
5,21.6701,1.38374,1.53157,0.00634,0.34881,0.31007,0.26892,0.16207,1.24734,2.23268,0.01137,0.000600644,0.000600644,0.0011562
6,24.4256,1.36821,1.47717,0.00629,0.44166,0.33628,0.31595,0.19005,1.23969,2.14089,0.011,0.000505,0.000505,0.000505
7,27.0965,1.34735,1.41872,0.00625,0.46316,0.38653,0.3596,0.21873,1.24688,1.9733,0.0111,0.000406,0.000406,0.000406
8,29.9293,1.36318,1.40676,0.00618,0.43002,0.39141,0.35326,0.21631,1.25054,1.86728,0.01106,0.000307,0.000307,0.000307
9,32.9329,1.34043,1.36891,0.00624,0.4396,0.39673,0.36604,0.22464,1.24038,1.84627,0.01107,0.000208,0.000208,0.000208
10,35.6431,1.34645,1.35137,0.00631,0.43313,0.40495,0.37296,0.22728,1.24095,1.76662,0.01106,0.000109,0.000109,0.000109
11,5.63935,1.62724,2.16737,0.00699,0.42552,0.41499,0.39222,0.2381,1.28638,1.75472,0.01184,0.0001,0.0001,0.0001
12,9.36703,1.43252,1.5182,0.006,0.44996,0.44045,0.42055,0.2532,1.27955,1.72868,0.01198,9.93906e-05,9.93906e-05,9.93906e-05
13,13.7459,1.3737,1.38,0.00553,0.46644,0.42843,0.41553,0.25116,1.26329,1.82009,0.0119,9.75773e-05,9.75773e-05,9.75773e-05
14,17.546,1.37876,1.33921,0.00536,0.47258,0.45604,0.43932,0.26826,1.25548,1.73995,0.01176,9.46048e-05,9.46048e-05,9.46048e-05
15,21.4266,1.32205,1.29469,0.00524,0.50146,0.45612,0.44715,0.26846,1.24808,1.81619,0.01187,9.05463e-05,9.05463e-05,9.05463e-05
16,25.2788,1.30058,1.27722,0.00527,0.51952,0.46751,0.46581,0.28283,1.24802,1.79394,0.01205,8.55018e-05,8.55018e-05,8.55018e-05
17,29.0244,1.2792,1.25442,0.00506,0.53342,0.46634,0.48539,0.29668,1.24271,1.72903,0.01197,7.95954e-05,7.95954e-05,7.95954e-05
18,32.9495,1.25763,1.23135,0.00506,0.54095,0.47841,0.49533,0.30216,1.23924,1.70132,0.01196,7.29725e-05,7.29725e-05,7.29725e-05
19,36.7605,1.25237,1.21387,0.00493,0.53496,0.48234,0.49531,0.3011,1.23705,1.63684,0.01179,6.57963e-05,6.57963e-05,6.57963e-05
20,40.5139,1.22878,1.19602,0.00502,0.51452,0.49278,0.48656,0.2936,1.23581,1.61861,0.01164,5.82435e-05,5.82435e-05,5.82435e-05
21,45.543,1.21157,1.2697,0.00549,0.52566,0.5149,0.50026,0.29176,1.25851,1.47217,0.01157,5.05e-05,5.05e-05,5.05e-05
22,49.1849,1.19313,1.17735,0.00535,0.51708,0.50735,0.49342,0.29766,1.2506,1.51753,0.01146,4.27565e-05,4.27565e-05,4.27565e-05
23,52.8323,1.17339,1.13222,0.00535,0.52984,0.50292,0.49829,0.30414,1.24288,1.60666,0.01151,3.52037e-05,3.52037e-05,3.52037e-05
24,56.6639,1.17796,1.1394,0.0052,0.54476,0.5048,0.51206,0.31277,1.24207,1.57122,0.01151,2.80275e-05,2.80275e-05,2.80275e-05
25,60.3197,1.17052,1.11115,0.00512,0.54262,0.50824,0.51182,0.31178,1.23693,1.53758,0.0114,2.14046e-05,2.14046e-05,2.14046e-05
26,63.9747,1.16742,1.11088,0.00516,0.55125,0.50391,0.50836,0.30768,1.24018,1.55319,0.01146,1.54982e-05,1.54982e-05,1.54982e-05
27,67.5584,1.15428,1.08974,0.00512,0.55089,0.50824,0.51354,0.3108,1.24275,1.53272,0.01152,1.04537e-05,1.04537e-05,1.04537e-05
28,71.1972,1.15625,1.09205,0.00508,0.54982,0.51145,0.51364,0.31099,1.24113,1.51658,0.01149,6.39518e-06,6.39518e-06,6.39518e-06
29,74.7864,1.14619,1.09269,0.00504,0.54957,0.51287,0.51693,0.31235,1.24166,1.51131,0.01153,3.4227e-06,3.4227e-06,3.4227e-06
30,78.4223,1.16038,1.08588,0.0051,0.55032,0.5089,0.5186,0.31227,1.24024,1.51831,0.01151,1.60943e-06,1.60943e-06,1.60943e-06
