epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.95623,1.33101,1.82755,0.00722,0.4217,0.38338,0.37348,0.22724,1.38526,1.75308,0.00699,0.000195556,0.000195556,0.08064
2,11.8723,1.2166,1.03782,0.00671,0.58537,0.5044,0.57328,0.33639,1.35355,1.49121,0.00698,0.000356396,0.000356396,0.0608008
3,16.6722,1.16851,0.92612,0.00635,0.57377,0.56788,0.62527,0.37569,1.31926,1.28909,0.0067,0.000477636,0.000477636,0.0409221
4,21.3987,1.16644,0.87305,0.00646,0.56331,0.57279,0.60742,0.35599,1.37633,1.23557,0.00691,0.000559276,0.000559276,0.0210037
5,25.9944,1.13573,0.81825,0.00617,0.62293,0.56959,0.63409,0.38748,1.30532,1.22148,0.00659,0.000601316,0.000601316,0.00104576
6,30.6521,1.11791,0.77203,0.00596,0.66153,0.54805,0.66738,0.41304,1.30171,1.23487,0.0066,0.000505,0.000505,0.000505
7,35.3599,1.09182,0.75376,0.00603,0.68646,0.58388,0.69165,0.41227,1.39076,1.13251,0.00714,0.000406,0.000406,0.000406
8,40.0998,1.06649,0.72397,0.00581,0.68421,0.58336,0.70343,0.4228,1.35557,1.1311,0.00694,0.000307,0.000307,0.000307
9,44.7424,1.06245,0.71967,0.00566,0.68149,0.61092,0.715,0.42302,1.40117,1.09545,0.00713,0.000208,0.000208,0.000208
10,49.3715,1.04974,0.69094,0.00559,0.70918,0.60473,0.72269,0.44086,1.31135,1.05445,0.00665,0.000109,0.000109,0.000109
11,7.95509,1.30913,1.60621,0.00679,0.693,0.61953,0.71781,0.44855,1.30608,1.12516,0.00662,0.0001,0.0001,0.0001
12,16.8367,1.09042,0.77119,0.00514,0.71058,0.60621,0.71129,0.43064,1.3983,1.06452,0.00727,9.93906e-05,9.93906e-05,9.93906e-05
13,24.8592,1.04863,0.70747,0.0048,0.77014,0.7168,0.8028,0.491,1.40644,0.88445,0.00738,9.75773e-05,9.75773e-05,9.75773e-05
14,32.9405,0.99068,0.65175,0.00458,0.78751,0.69274,0.82804,0.52342,1.29943,0.92881,0.00672,9.46048e-05,9.46048e-05,9.46048e-05
15,41.0653,0.96123,0.61549,0.00442,0.77481,0.68326,0.81574,0.49967,1.3531,0.95268,0.00704,9.05463e-05,9.05463e-05,9.05463e-05
16,49.0088,0.93287,0.59236,0.0043,0.76863,0.68593,0.81661,0.495,1.37384,0.94654,0.00712,8.55018e-05,8.55018e-05,8.55018e-05
17,57.1353,0.90429,0.57107,0.00422,0.77442,0.67687,0.81473,0.50254,1.35073,0.97437,0.00701,7.95954e-05,7.95954e-05,7.95954e-05
18,65.1401,0.88561,0.55561,0.00422,0.77018,0.69088,0.82906,0.50549,1.35654,0.98136,0.0071,7.29725e-05,7.29725e-05,7.29725e-05
19,73.1518,0.86436,0.53085,0.0038,0.79267,0.73248,0.84375,0.51807,1.34415,0.89634,0.007,6.57963e-05,6.57963e-05,6.57963e-05
20,81.116,0.84727,0.51089,0.00379,0.77658,0.72164,0.83629,0.51172,1.36441,0.90407,0.00719,5.82435e-05,5.82435e-05,5.82435e-05
21,90.3722,0.8036,0.45188,0.00407,0.77286,0.73672,0.76522,0.45969,1.40469,0.99024,0.00738,5.05e-05,5.05e-05,5.05e-05
22,98.1906,0.77147,0.42727,0.00383,0.82501,0.72139,0.81612,0.49614,1.38956,0.98382,0.00724,4.27565e-05,4.27565e-05,4.27565e-05
23,105.954,0.77068,0.41789,0.00378,0.82545,0.74557,0.85861,0.52497,1.39094,0.94487,0.00727,3.52037e-05,3.52037e-05,3.52037e-05
24,114.082,0.75289,0.40863,0.00371,0.82556,0.75047,0.87132,0.53846,1.35652,0.92318,0.0071,2.80275e-05,2.80275e-05,2.80275e-05
25,121.967,0.74466,0.40305,0.00365,0.83641,0.76168,0.87731,0.53841,1.39211,0.91792,0.0073,2.14046e-05,2.14046e-05,2.14046e-05
26,129.775,0.74952,0.40221,0.00373,0.83443,0.76177,0.87653,0.54471,1.3558,0.89242,0.00712,1.54982e-05,1.54982e-05,1.54982e-05
27,137.708,0.73403,0.40172,0.00364,0.82848,0.76327,0.87712,0.54455,1.36079,0.88431,0.00712,1.04537e-05,1.04537e-05,1.04537e-05
28,145.496,0.73108,0.39389,0.00356,0.81386,0.7486,0.87608,0.54356,1.35991,0.89738,0.00712,6.39518e-06,6.39518e-06,6.39518e-06
29,153.449,0.71949,0.38138,0.00355,0.82545,0.76517,0.88016,0.54485,1.36631,0.888,0.00715,3.4227e-06,3.4227e-06,3.4227e-06
30,161.391,0.71984,0.384,0.00353,0.8192,0.76001,0.87854,0.54494,1.35978,0.88917,0.00712,1.60943e-06,1.60943e-06,1.60943e-06
